match,opponent,repetition,round,jev_action,opponent_action,jev_points,opponent_points,jev_total,opponent_total,initial_move,jev_action_source,opponent_action_source
132,tit_for_tat,17,15,D,D,1,1,19,14,free,model,scripted
132,tit_for_tat,17,16,D,D,1,1,20,15,free,model,scripted
132,tit_for_tat,17,17,D,D,1,1,21,16,free,model,scripted
132,tit_for_tat,17,18,D,D,1,1,22,17,free,model,scripted
132,tit_for_tat,17,19,D,D,1,1,23,18,free,model,scripted
132,tit_for_tat,17,20,D,D,1,1,24,19,free,model,scripted
133,tit_for_two_tats,17,1,D,C,5,0,5,0,free,model,scripted
133,tit_for_two_tats,17,2,D,C,5,0,10,0,free,model,scripted
133,tit_for_two_tats,17,3,D,D,1,1,11,1,free,model,scripted
133,tit_for_two_tats,17,4,D,D,1,1,12,2,free,model,scripted
133,tit_for_two_tats,17,5,D,D,1,1,13,3,free,model,scripted
133,tit_for_two_tats,17,6,D,D,1,1,14,4,free,model,scripted
133,tit_for_two_tats,17,7,D,D,1,1,15,5,free,model,scripted
133,tit_for_two_tats,17,8,D,D,1,1,16,6,free,model,scripted
133,tit_for_two_tats,17,9,D,D,1,1,17,7,free,model,scripted
133,tit_for_two_tats,17,10,D,D,1,1,18,8,free,model,scripted
133,tit_for_two_tats,17,11,D,D,1,1,19,9,free,model,scripted
133,tit_for_two_tats,17,12,D,D,1,1,20,10,free,model,scripted
133,tit_for_two_tats,17,13,D,D,1,1,21,11,free,model,scripted
133,tit_for_two_tats,17,14,D,D,1,1,22,12,free,model,scripted
133,tit_for_two_tats,17,15,D,D,1,1,23,13,free,model,scripted
133,tit_for_two_tats,17,16,D,D,1,1,24,14,free,model,scripted
133,tit_for_two_tats,17,17,D,D,1,1,25,15,free,model,scripted
133,tit_for_two_tats,17,18,D,D,1,1,26,16,free,model,scripted
133,tit_for_two_tats,17,19,D,D,1,1,27,17,free,model,scripted
133,tit_for_two_tats,17,20,D,D,1,1,28,18,free,model,scripted
134,grim,17,1,C,C,3,3,3,3,free,model,scripted
134,grim,17,2,C,C,3,3,6,6,free,model,scripted
134,grim,17,3,C,C,3,3,9,9,free,model,scripted
134,grim,17,4,C,C,3,3,12,12,free,model,scripted
134,grim,17,5,C,C,3,3,15,15,free,model,scripted
134,grim,17,6,C,C,3,3,18,18,free,model,scripted
134,grim,17,7,C,C,3,3,21,21,free,model,scripted
134,grim,17,8,C,C,3,3,24,24,free,model,scripted
134,grim,17,9,C,C,3,3,27,27,free,model,scripted
134,grim,17,10,C,C,3,3,30,30,free,model,scripted
134,grim,17,11,C,C,3,3,33,33,free,model,scripted
134,grim,17,12,C,C,3,3,36,36,free,model,scripted
134,grim,17,13,C,C,3,3,39,39,free,model,scripted
134,grim,17,14,C,C,3,3,42,42,free,model,scripted
134,grim,17,15,C,C,3,3,45,45,free,model,scripted
134,grim,17,16,C,C,3,3,48,48,free,model,scripted
134,grim,17,17,C,C,3,3,51,51,free,model,scripted
134,grim,17,18,C,C,3,3,54,54,free,model,scripted
134,grim,17,19,C,C,3,3,57,57,free,model,scripted
134,grim,17,20,C,C,3,3,60,60,free,model,scripted
135,pavlov,17,1,D,C,5,0,5,0,free,model,scripted
135,pavlov,17,2,D,D,1,1,6,1,free,model,scripted
135,pavlov,17,3,D,C,5,0,11,1,free,model,scripted
135,pavlov,17,4,D,D,1,1,12,2,free,model,scripted
135,pavlov,17,5,D,C,5,0,17,2,free,model,scripted
135,pavlov,17,6,D,D,1,1,18,3,free,model,scripted
135,pavlov,17,7,D,C,5,0,23,3,free,model,scripted
135,pavlov,17,8,D,D,1,1,24,4,free,model,scripted
135,pavlov,17,9,D,C,5,0,29,4,free,model,scripted
135,pavlov,17,10,D,D,1,1,30,5,free,model,scripted
135,pavlov,17,11,D,C,5,0,35,5,free,model,scripted
135,pavlov,17,12,D,D,1,1,36,6,free,model,scripted
135,pavlov,17,13,D,C,5,0,41,6,free,model,scripted
135,pavlov,17,14,D,D,1,1,42,7,free,model,scripted
135,pavlov,17,15,D,C,5,0,47,7,free,model,scripted
135,pavlov,17,16,D,D,1,1,48,8,free,model,scripted
135,pavlov,17,17,D,C,5,0,53,8,free,model,scripted
135,pavlov,17,18,D,D,1,1,54,9,free,model,scripted
135,pavlov,17,19,D,C,5,0,59,9,free,model,scripted
135,pavlov,17,20,D,D,1,1,60,10,free,model,scripted
136,another_jev,17,1,D,C,5,0,5,0,free,model,model
136,another_jev,17,2,D,D,1,1,6,1,free,model,model
136,another_jev,17,3,D,D,1,1,7,2,free,model,model
136,another_jev,17,4,D,D,1,1,8,3,free,model,model
136,another_jev,17,5,D,D,1,1,9,4,free,model,model
136,another_jev,17,6,D,D,1,1,10,5,free,model,model
136,another_jev,17,7,D,D,1,1,11,6,free,model,model
136,another_jev,17,8,D,D,1,1,12,7,free,model,model
136,another_jev,17,9,D,D,1,1,13,8,free,model,model
136,another_jev,17,10,D,D,1,1,14,9,free,model,model
136,another_jev,17,11,D,D,1,1,15,10,free,model,model
136,another_jev,17,12,D,D,1,1,16,11,free,model,model
136,another_jev,17,13,D,D,1,1,17,12,free,model,model
136,another_jev,17,14,D,D,1,1,18,13,free,model,model
136,another_jev,17,15,D,D,1,1,19,14,free,model,model
136,another_jev,17,16,D,D,1,1,20,15,free,model,model
136,another_jev,17,17,D,D,1,1,21,16,free,model,model
136,another_jev,17,18,D,D,1,1,22,17,free,model,model
136,another_jev,17,19,D,D,1,1,23,18,free,model,model
136,another_jev,17,20,D,D,1,1,24,19,free,model,model
137,cooperator,18,1,C,C,3,3,3,3,free,model,scripted
137,cooperator,18,2,C,C,3,3,6,6,free,model,scripted
137,cooperator,18,3,C,C,3,3,9,9,free,model,scripted
137,cooperator,18,4,C,C,3,3,12,12,free,model,scripted
137,cooperator,18,5,C,C,3,3,15,15,free,model,scripted
137,cooperator,18,6,C,C,3,3,18,18,free,model,scripted
137,cooperator,18,7,C,C,3,3,21,21,free,model,scripted
137,cooperator,18,8,C,C,3,3,24,24,free,model,scripted
137,cooperator,18,9,C,C,3,3,27,27,free,model,scripted
137,cooperator,18,10,C,C,3,3,30,30,free,model,scripted
137,cooperator,18,11,C,C,3,3,33,33,free,model,scripted
137,cooperator,18,12,C,C,3,3,36,36,free,model,scripted
137,cooperator,18,13,C,C,3,3,39,39,free,model,scripted
137,cooperator,18,14,C,C,3,3,42,42,free,model,scripted
137,cooperator,18,15,C,C,3,3,45,45,free,model,scripted
137,cooperator,18,16,C,C,3,3,48,48,free,model,scripted
137,cooperator,18,17,C,C,3,3,51,51,free,model,scripted
137,cooperator,18,18,C,C,3,3,54,54,free,model,scripted
137,cooperator,18,19,C,C,3,3,57,57,free,model,scripted
137,cooperator,18,20,C,C,3,3,60,60,free,model,scripted
138,defector,18,1,D,D,1,1,1,1,free,model,scripted
138,defector,18,2,D,D,1,1,2,2,free,model,scripted
138,defector,18,3,D,D,1,1,3,3,free,model,scripted
138,defector,18,4,D,D,1,1,4,4,free,model,scripted
138,defector,18,5,D,D,1,1,5,5,free,model,scripted
138,defector,18,6,D,D,1,1,6,6,free,model,scripted
138,defector,18,7,D,D,1,1,7,7,free,model,scripted
138,defector,18,8,D,D,1,1,8,8,free,model,scripted
138,defector,18,9,D,D,1,1,9,9,free,model,scripted
138,defector,18,10,D,D,1,1,10,10,free,model,scripted
138,defector,18,11,D,D,1,1,11,11,free,model,scripted
138,defector,18,12,D,D,1,1,12,12,free,model,scripted
138,defector,18,13,D,D,1,1,13,13,free,model,scripted
138,defector,18,14,D,D,1,1,14,14,free,model,scripted
138,defector,18,15,D,D,1,1,15,15,free,model,scripted
138,defector,18,16,D,D,1,1,16,16,free,model,scripted
138,defector,18,17,D,D,1,1,17,17,free,model,scripted
138,defector,18,18,D,D,1,1,18,18,free,model,scripted
138,defector,18,19,D,D,1,1,19,19,free,model,scripted
138,defector,18,20,D,D,1,1,20,20,free,model,scripted
139,random,18,1,C,C,3,3,3,3,free,model,scripted
139,random,18,2,C,D,0,5,3,8,free,model,scripted
139,random,18,3,D,D,1,1,4,9,free,model,scripted
139,random,18,4,D,C,5,0,9,9,free,model,scripted
139,random,18,5,D,C,5,0,14,9,free,model,scripted
139,random,18,6,D,D,1,1,15,10,free,model,scripted
139,random,18,7,D,D,1,1,16,11,free,model,scripted
139,random,18,8,D,D,1,1,17,12,free,model,scripted
139,random,18,9,D,D,1,1,18,13,free,model,scripted
139,random,18,10,D,D,1,1,19,14,free,model,scripted
139,random,18,11,D,C,5,0,24,14,free,model,scripted
139,random,18,12,D,D,1,1,25,15,free,model,scripted
139,random,18,13,D,D,1,1,26,16,free,model,scripted
139,random,18,14,D,D,1,1,27,17,free,model,scripted
139,random,18,15,D,C,5,0,32,17,free,model,scripted
139,random,18,16,D,C,5,0,37,17,free,model,scripted
139,random,18,17,D,D,1,1,38,18,free,model,scripted
139,random,18,18,D,C,5,0,43,18,free,model,scripted
139,random,18,19,D,D,1,1,44,19,free,model,scripted
139,random,18,20,D,C,5,0,49,19,free,model,scripted
140,tit_for_tat,18,1,D,C,5,0,5,0,free,model,scripted
140,tit_for_tat,18,2,D,D,1,1,6,1,free,model,scripted
140,tit_for_tat,18,3,D,D,1,1,7,2,free,model,scripted
140,tit_for_tat,18,4,D,D,1,1,8,3,free,model,scripted
140,tit_for_tat,18,5,D,D,1,1,9,4,free,model,scripted
140,tit_for_tat,18,6,D,D,1,1,10,5,free,model,scripted
140,tit_for_tat,18,7,D,D,1,1,11,6,free,model,scripted
140,tit_for_tat,18,8,D,D,1,1,12,7,free,model,scripted
140,tit_for_tat,18,9,D,D,1,1,13,8,free,model,scripted
140,tit_for_tat,18,10,D,D,1,1,14,9,free,model,scripted
140,tit_for_tat,18,11,D,D,1,1,15,10,free,model,scripted
140,tit_for_tat,18,12,D,D,1,1,16,11,free,model,scripted
140,tit_for_tat,18,13,D,D,1,1,17,12,free,model,scripted
140,tit_for_tat,18,14,D,D,1,1,18,13,free,model,scripted
140,tit_for_tat,18,15,D,D,1,1,19,14,free,model,scripted
140,tit_for_tat,18,16,D,D,1,1,20,15,free,model,scripted
140,tit_for_tat,18,17,D,D,1,1,21,16,free,model,scripted
140,tit_for_tat,18,18,D,D,1,1,22,17,free,model,scripted
140,tit_for_tat,18,19,D,D,1,1,23,18,free,model,scripted
140,tit_for_tat,18,20,D,D,1,1,24,19,free,model,scripted
141,tit_for_two_tats,18,1,D,C,5,0,5,0,free,model,scripted
141,tit_for_two_tats,18,2,D,C,5,0,10,0,free,model,scripted
141,tit_for_two_tats,18,3,D,D,1,1,11,1,free,model,scripted
141,tit_for_two_tats,18,4,D,D,1,1,12,2,free,model,scripted
141,tit_for_two_tats,18,5,D,D,1,1,13,3,free,model,scripted
141,tit_for_two_tats,18,6,D,D,1,1,14,4,free,model,scripted
141,tit_for_two_tats,18,7,D,D,1,1,15,5,free,model,scripted
141,tit_for_two_tats,18,8,D,D,1,1,16,6,free,model,scripted
141,tit_for_two_tats,18,9,D,D,1,1,17,7,free,model,scripted
141,tit_for_two_tats,18,10,D,D,1,1,18,8,free,model,scripted
141,tit_for_two_tats,18,11,D,D,1,1,19,9,free,model,scripted
141,tit_for_two_tats,18,12,D,D,1,1,20,10,free,model,scripted
141,tit_for_two_tats,18,13,D,D,1,1,21,11,free,model,scripted
141,tit_for_two_tats,18,14,D,D,1,1,22,12,free,model,scripted
141,tit_for_two_tats,18,15,D,D,1,1,23,13,free,model,scripted
141,tit_for_two_tats,18,16,D,D,1,1,24,14,free,model,scripted
141,tit_for_two_tats,18,17,D,D,1,1,25,15,free,model,scripted
141,tit_for_two_tats,18,18,D,D,1,1,26,16,free,model,scripted
141,tit_for_two_tats,18,19,D,D,1,1,27,17,free,model,scripted
141,tit_for_two_tats,18,20,D,D,1,1,28,18,free,model,scripted
142,grim,18,1,C,C,3,3,3,3,free,model,scripted
142,grim,18,2,C,C,3,3,6,6,free,model,scripted
142,grim,18,3,C,C,3,3,9,9,free,model,scripted
142,grim,18,4,C,C,3,3,12,12,free,model,scripted
142,grim,18,5,C,C,3,3,15,15,free,model,scripted
142,grim,18,6,C,C,3,3,18,18,free,model,scripted
142,grim,18,7,C,C,3,3,21,21,free,model,scripted
142,grim,18,8,C,C,3,3,24,24,free,model,scripted
142,grim,18,9,C,C,3,3,27,27,free,model,scripted
142,grim,18,10,C,C,3,3,30,30,free,model,scripted
142,grim,18,11,C,C,3,3,33,33,free,model,scripted
142,grim,18,12,C,C,3,3,36,36,free,model,scripted
142,grim,18,13,C,C,3,3,39,39,free,model,scripted
142,grim,18,14,C,C,3,3,42,42,free,model,scripted
142,grim,18,15,C,C,3,3,45,45,free,model,scripted
142,grim,18,16,C,C,3,3,48,48,free,model,scripted
142,grim,18,17,C,C,3,3,51,51,free,model,scripted
142,grim,18,18,C,C,3,3,54,54,free,model,scripted
142,grim,18,19,C,C,3,3,57,57,free,model,scripted
142,grim,18,20,C,C,3,3,60,60,free,model,scripted
143,pavlov,18,1,D,C,5,0,5,0,free,model,scripted
143,pavlov,18,2,D,D,1,1,6,1,free,model,scripted
143,pavlov,18,3,D,C,5,0,11,1,free,model,scripted
143,pavlov,18,4,D,D,1,1,12,2,free,model,scripted
143,pavlov,18,5,D,C,5,0,17,2,free,model,scripted
143,pavlov,18,6,D,D,1,1,18,3,free,model,scripted
143,pavlov,18,7,D,C,5,0,23,3,free,model,scripted
143,pavlov,18,8,D,D,1,1,24,4,free,model,scripted
143,pavlov,18,9,D,C,5,0,29,4,free,model,scripted
143,pavlov,18,10,D,D,1,1,30,5,free,model,scripted
143,pavlov,18,11,D,C,5,0,35,5,free,model,scripted
143,pavlov,18,12,D,D,1,1,36,6,free,model,scripted
143,pavlov,18,13,D,C,5,0,41,6,free,model,scripted
143,pavlov,18,14,D,D,1,1,42,7,free,model,scripted
143,pavlov,18,15,D,C,5,0,47,7,free,model,scripted
143,pavlov,18,16,D,D,1,1,48,8,free,model,scripted
143,pavlov,18,17,D,C,5,0,53,8,free,model,scripted
143,pavlov,18,18,D,D,1,1,54,9,free,model,scripted
143,pavlov,18,19,D,C,5,0,59,9,free,model,scripted
143,pavlov,18,20,D,D,1,1,60,10,free,model,scripted
144,another_jev,18,1,C,C,3,3,3,3,free,model,model
144,another_jev,18,2,C,C,3,3,6,6,free,model,model
144,another_jev,18,3,C,C,3,3,9,9,free,model,model
144,another_jev,18,4,C,C,3,3,12,12,free,model,model
144,another_jev,18,5,C,C,3,3,15,15,free,model,model
144,another_jev,18,6,C,C,3,3,18,18,free,model,model
144,another_jev,18,7,C,C,3,3,21,21,free,model,model
144,another_jev,18,8,C,C,3,3,24,24,free,model,model
144,another_jev,18,9,C,C,3,3,27,27,free,model,model
144,another_jev,18,10,C,C,3,3,30,30,free,model,model
144,another_jev,18,11,C,C,3,3,33,33,free,model,model
144,another_jev,18,12,C,C,3,3,36,36,free,model,model
144,another_jev,18,13,C,C,3,3,39,39,free,model,model
144,another_jev,18,14,C,C,3,3,42,42,free,model,model
144,another_jev,18,15,C,C,3,3,45,45,free,model,model
144,another_jev,18,16,C,C,3,3,48,48,free,model,model
144,another_jev,18,17,C,C,3,3,51,51,free,model,model
144,another_jev,18,18,C,C,3,3,54,54,free,model,model
144,another_jev,18,19,C,C,3,3,57,57,free,model,model
144,another_jev,18,20,C,C,3,3,60,60,free,model,model
145,cooperator,19,1,D,C,5,0,5,0,free,model,scripted
145,cooperator,19,2,D,C,5,0,10,0,free,model,scripted
145,cooperator,19,3,D,C,5,0,15,0,free,model,scripted
145,cooperator,19,4,D,C,5,0,20,0,free,model,scripted
145,cooperator,19,5,D,C,5,0,25,0,free,model,scripted
145,cooperator,19,6,D,C,5,0,30,0,free,model,scripted
145,cooperator,19,7,D,C,5,0,35,0,free,model,scripted
145,cooperator,19,8,D,C,5,0,40,0,free,model,scripted
145,cooperator,19,9,D,C,5,0,45,0,free,model,scripted
145,cooperator,19,10,D,C,5,0,50,0,free,model,scripted
145,cooperator,19,11,D,C,5,0,55,0,free,model,scripted
145,cooperator,19,12,D,C,5,0,60,0,free,model,scripted
145,cooperator,19,13,D,C,5,0,65,0,free,model,scripted
145,cooperator,19,14,D,C,5,0,70,0,free,model,scripted
145,cooperator,19,15,D,C,5,0,75,0,free,model,scripted
145,cooperator,19,16,D,C,5,0,80,0,free,model,scripted
145,cooperator,19,17,D,C,5,0,85,0,free,model,scripted
145,cooperator,19,18,D,C,5,0,90,0,free,model,scripted
145,cooperator,19,19,D,C,5,0,95,0,free,model,scripted
145,cooperator,19,20,D,C,5,0,100,0,free,model,scripted
146,defector,19,1,D,D,1,1,1,1,free,model,scripted
146,defector,19,2,D,D,1,1,2,2,free,model,scripted
146,defector,19,3,D,D,1,1,3,3,free,model,scripted
146,defector,19,4,D,D,1,1,4,4,free,model,scripted
146,defector,19,5,D,D,1,1,5,5,free,model,scripted
146,defector,19,6,D,D,1,1,6,6,free,model,scripted
146,defector,19,7,D,D,1,1,7,7,free,model,scripted
146,defector,19,8,D,D,1,1,8,8,free,model,scripted
146,defector,19,9,D,D,1,1,9,9,free,model,scripted
146,defector,19,10,D,D,1,1,10,10,free,model,scripted
146,defector,19,11,D,D,1,1,11,11,free,model,scripted
146,defector,19,12,D,D,1,1,12,12,free,model,scripted
146,defector,19,13,D,D,1,1,13,13,free,model,scripted
146,defector,19,14,D,D,1,1,14,14,free,model,scripted
146,defector,19,15,D,D,1,1,15,15,free,model,scripted
146,defector,19,16,D,D,1,1,16,16,free,model,scripted
146,defector,19,17,D,D,1,1,17,17,free,model,scripted
146,defector,19,18,D,D,1,1,18,18,free,model,scripted
146,defector,19,19,D,D,1,1,19,19,free,model,scripted
146,defector,19,20,D,D,1,1,20,20,free,model,scripted
147,random,19,1,D,D,1,1,1,1,free,model,scripted
147,random,19,2,D,C,5,0,6,1,free,model,scripted
147,random,19,3,D,C,5,0,11,1,free,model,scripted
147,random,19,4,D,C,5,0,16,1,free,model,scripted
147,random,19,5,D,C,5,0,21,1,free,model,scripted
147,random,19,6,D,C,5,0,26,1,free,model,scripted
147,random,19,7,D,C,5,0,31,1,free,model,scripted
147,random,19,8,D,C,5,0,36,1,free,model,scripted
147,random,19,9,D,D,1,1,37,2,free,model,scripted
147,random,19,10,D,D,1,1,38,3,free,model,scripted
147,random,19,11,D,D,1,1,39,4,free,model,scripted
147,random,19,12,D,C,5,0,44,4,free,model,scripted
147,random,19,13,D,C,5,0,49,4,free,model,scripted
147,random,19,14,D,C,5,0,54,4,free,model,scripted
147,random,19,15,D,D,1,1,55,5,free,model,scripted
147,random,19,16,D,D,1,1,56,6,free,model,scripted
147,random,19,17,D,C,5,0,61,6,free,model,scripted
147,random,19,18,D,C,5,0,66,6,free,model,scripted
147,random,19,19,D,C,5,0,71,6,free,model,scripted
147,random,19,20,D,D,1,1,72,7,free,model,scripted
148,tit_for_tat,19,1,C,C,3,3,3,3,free,model,scripted
148,tit_for_tat,19,2,C,C,3,3,6,6,free,model,scripted
148,tit_for_tat,19,3,C,C,3,3,9,9,free,model,scripted
148,tit_for_tat,19,4,C,C,3,3,12,12,free,model,scripted
148,tit_for_tat,19,5,C,C,3,3,15,15,free,model,scripted
148,tit_for_tat,19,6,C,C,3,3,18,18,free,model,scripted
148,tit_for_tat,19,7,C,C,3,3,21,21,free,model,scripted
148,tit_for_tat,19,8,C,C,3,3,24,24,free,model,scripted
148,tit_for_tat,19,9,C,C,3,3,27,27,free,model,scripted
148,tit_for_tat,19,10,C,C,3,3,30,30,free,model,scripted
148,tit_for_tat,19,11,C,C,3,3,33,33,free,model,scripted
148,tit_for_tat,19,12,C,C,3,3,36,36,free,model,scripted
148,tit_for_tat,19,13,C,C,3,3,39,39,free,model,scripted
148,tit_for_tat,19,14,C,C,3,3,42,42,free,model,scripted
148,tit_for_tat,19,15,C,C,3,3,45,45,free,model,scripted
148,tit_for_tat,19,16,C,C,3,3,48,48,free,model,scripted
148,tit_for_tat,19,17,C,C,3,3,51,51,free,model,scripted
148,tit_for_tat,19,18,C,C,3,3,54,54,free,model,scripted
148,tit_for_tat,19,19,C,C,3,3,57,57,free,model,scripted
148,tit_for_tat,19,20,C,C,3,3,60,60,free,model,scripted
149,tit_for_two_tats,19,1,C,C,3,3,3,3,free,model,scripted
149,tit_for_two_tats,19,2,C,C,3,3,6,6,free,model,scripted
149,tit_for_two_tats,19,3,C,C,3,3,9,9,free,model,scripted
149,tit_for_two_tats,19,4,C,C,3,3,12,12,free,model,scripted
149,tit_for_two_tats,19,5,C,C,3,3,15,15,free,model,scripted
149,tit_for_two_tats,19,6,C,C,3,3,18,18,free,model,scripted
149,tit_for_two_tats,19,7,C,C,3,3,21,21,free,model,scripted
149,tit_for_two_tats,19,8,C,C,3,3,24,24,free,model,scripted
149,tit_for_two_tats,19,9,C,C,3,3,27,27,free,model,scripted
149,tit_for_two_tats,19,10,C,C,3,3,30,30,free,model,scripted
149,tit_for_two_tats,19,11,C,C,3,3,33,33,free,model,scripted
149,tit_for_two_tats,19,12,C,C,3,3,36,36,free,model,scripted
149,tit_for_two_tats,19,13,C,C,3,3,39,39,free,model,scripted
149,tit_for_two_tats,19,14,C,C,3,3,42,42,free,model,scripted
149,tit_for_two_tats,19,15,C,C,3,3,45,45,free,model,scripted
149,tit_for_two_tats,19,16,C,C,3,3,48,48,free,model,scripted
149,tit_for_two_tats,19,17,C,C,3,3,51,51,free,model,scripted
149,tit_for_two_tats,19,18,C,C,3,3,54,54,free,model,scripted
149,tit_for_two_tats,19,19,C,C,3,3,57,57,free,model,scripted
149,tit_for_two_tats,19,20,C,C,3,3,60,60,free,model,scripted
150,grim,19,1,C,C,3,3,3,3,free,model,scripted
150,grim,19,2,C,C,3,3,6,6,free,model,scripted
150,grim,19,3,C,C,3,3,9,9,free,model,scripted
150,grim,19,4,C,C,3,3,12,12,free,model,scripted
150,grim,19,5,C,C,3,3,15,15,free,model,scripted
150,grim,19,6,C,C,3,3,18,18,free,model,scripted
150,grim,19,7,C,C,3,3,21,21,free,model,scripted
150,grim,19,8,C,C,3,3,24,24,free,model,scripted
150,grim,19,9,C,C,3,3,27,27,free,model,scripted
150,grim,19,10,C,C,3,3,30,30,free,model,scripted
150,grim,19,11,C,C,3,3,33,33,free,model,scripted
150,grim,19,12,C,C,3,3,36,36,free,model,scripted
150,grim,19,13,C,C,3,3,39,39,free,model,scripted
150,grim,19,14,C,C,3,3,42,42,free,model,scripted
150,grim,19,15,C,C,3,3,45,45,free,model,scripted
150,grim,19,16,C,C,3,3,48,48,free,model,scripted
150,grim,19,17,C,C,3,3,51,51,free,model,scripted
150,grim,19,18,C,C,3,3,54,54,free,model,scripted
150,grim,19,19,C,C,3,3,57,57,free,model,scripted
150,grim,19,20,C,C,3,3,60,60,free,model,scripted
151,pavlov,19,1,C,C,3,3,3,3,free,model,scripted
151,pavlov,19,2,C,C,3,3,6,6,free,model,scripted
151,pavlov,19,3,C,C,3,3,9,9,free,model,scripted
151,pavlov,19,4,C,C,3,3,12,12,free,model,scripted
151,pavlov,19,5,C,C,3,3,15,15,free,model,scripted
151,pavlov,19,6,C,C,3,3,18,18,free,model,scripted
151,pavlov,19,7,C,C,3,3,21,21,free,model,scripted
151,pavlov,19,8,C,C,3,3,24,24,free,model,scripted
151,pavlov,19,9,C,C,3,3,27,27,free,model,scripted
151,pavlov,19,10,C,C,3,3,30,30,free,model,scripted
151,pavlov,19,11,C,C,3,3,33,33,free,model,scripted
151,pavlov,19,12,C,C,3,3,36,36,free,model,scripted
151,pavlov,19,13,C,C,3,3,39,39,free,model,scripted
151,pavlov,19,14,C,C,3,3,42,42,free,model,scripted
151,pavlov,19,15,C,C,3,3,45,45,free,model,scripted
151,pavlov,19,16,C,C,3,3,48,48,free,model,scripted
151,pavlov,19,17,C,C,3,3,51,51,free,model,scripted
151,pavlov,19,18,C,C,3,3,54,54,free,model,scripted
151,pavlov,19,19,C,C,3,3,57,57,free,model,scripted
151,pavlov,19,20,C,C,3,3,60,60,free,model,scripted
152,another_jev,19,1,D,D,1,1,1,1,free,model,model
152,another_jev,19,2,D,D,1,1,2,2,free,model,model
152,another_jev,19,3,D,D,1,1,3,3,free,model,model
152,another_jev,19,4,D,D,1,1,4,4,free,model,model
152,another_jev,19,5,D,D,1,1,5,5,free,model,model
152,another_jev,19,6,D,D,1,1,6,6,free,model,model
152,another_jev,19,7,D,D,1,1,7,7,free,model,model
152,another_jev,19,8,D,D,1,1,8,8,free,model,model
152,another_jev,19,9,D,D,1,1,9,9,free,model,model
152,another_jev,19,10,D,D,1,1,10,10,free,model,model
152,another_jev,19,11,D,D,1,1,11,11,free,model,model
152,another_jev,19,12,D,D,1,1,12,12,free,model,model
152,another_jev,19,13,D,D,1,1,13,13,free,model,model
152,another_jev,19,14,D,D,1,1,14,14,free,model,model
152,another_jev,19,15,D,D,1,1,15,15,free,model,model
152,another_jev,19,16,D,D,1,1,16,16,free,model,model
152,another_jev,19,17,D,D,1,1,17,17,free,model,model
152,another_jev,19,18,D,D,1,1,18,18,free,model,model
152,another_jev,19,19,D,D,1,1,19,19,free,model,model
152,another_jev,19,20,D,D,1,1,20,20,free,model,model
153,cooperator,20,1,D,C,5,0,5,0,free,model,scripted
153,cooperator,20,2,D,C,5,0,10,0,free,model,scripted
153,cooperator,20,3,D,C,5,0,15,0,free,model,scripted
153,cooperator,20,4,D,C,5,0,20,0,free,model,scripted
153,cooperator,20,5,D,C,5,0,25,0,free,model,scripted
153,cooperator,20,6,D,C,5,0,30,0,free,model,scripted
153,cooperator,20,7,D,C,5,0,35,0,free,model,scripted
153,cooperator,20,8,D,C,5,0,40,0,free,model,scripted
153,cooperator,20,9,D,C,5,0,45,0,free,model,scripted
153,cooperator,20,10,D,C,5,0,50,0,free,model,scripted
153,cooperator,20,11,D,C,5,0,55,0,free,model,scripted
153,cooperator,20,12,D,C,5,0,60,0,free,model,scripted
153,cooperator,20,13,D,C,5,0,65,0,free,model,scripted
153,cooperator,20,14,D,C,5,0,70,0,free,model,scripted
153,cooperator,20,15,D,C,5,0,75,0,free,model,scripted
153,cooperator,20,16,D,C,5,0,80,0,free,model,scripted
153,cooperator,20,17,D,C,5,0,85,0,free,model,scripted
153,cooperator,20,18,D,C,5,0,90,0,free,model,scripted
153,cooperator,20,19,D,C,5,0,95,0,free,model,scripted
153,cooperator,20,20,D,C,5,0,100,0,free,model,scripted
154,defector,20,1,D,D,1,1,1,1,free,model,scripted
154,defector,20,2,D,D,1,1,2,2,free,model,scripted
154,defector,20,3,D,D,1,1,3,3,free,model,scripted
154,defector,20,4,D,D,1,1,4,4,free,model,scripted
154,defector,20,5,D,D,1,1,5,5,free,model,scripted
154,defector,20,6,D,D,1,1,6,6,free,model,scripted
154,defector,20,7,D,D,1,1,7,7,free,model,scripted
154,defector,20,8,D,D,1,1,8,8,free,model,scripted
154,defector,20,9,D,D,1,1,9,9,free,model,scripted
154,defector,20,10,D,D,1,1,10,10,free,model,scripted
154,defector,20,11,D,D,1,1,11,11,free,model,scripted
154,defector,20,12,D,D,1,1,12,12,free,model,scripted
154,defector,20,13,D,D,1,1,13,13,free,model,scripted
154,defector,20,14,D,D,1,1,14,14,free,model,scripted
154,defector,20,15,D,D,1,1,15,15,free,model,scripted
154,defector,20,16,D,D,1,1,16,16,free,model,scripted
154,defector,20,17,D,D,1,1,17,17,free,model,scripted
154,defector,20,18,D,D,1,1,18,18,free,model,scripted
154,defector,20,19,D,D,1,1,19,19,free,model,scripted
154,defector,20,20,D,D,1,1,20,20,free,model,scripted
155,random,20,1,D,D,1,1,1,1,free,model,scripted
155,random,20,2,D,D,1,1,2,2,free,model,scripted
155,random,20,3,D,C,5,0,7,2,free,model,scripted
155,random,20,4,D,D,1,1,8,3,free,model,scripted
155,random,20,5,D,C,5,0,13,3,free,model,scripted
